"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv2792c"	494	194	359	822	1551	1248	1588	591	376	2579	1828	800	138	699	1346	529	251	261	1390	1871	168	133
"gene:Rv2793c"	252	135	303	1035	1555	1176	1424	661	400	2653	2137	980	155	821	1289	871	419	389	1143	1913	156	175
"gene:Rv2794c"	180	91	201	763	988	734	881	453	282	2150	1692	694	130	601	724	720	406	361	1281	2026	115	66
"gene:Rv2795c"	621	259	514	1853	2341	1862	2731	1283	697	4928	3777	1373	332	1747	1709	2488	1168	1163	2950	4990	418	256
"gene:Rv2796c"	103	31	75	212	288	302	501	281	191	428	309	92	22	158	249	217	90	70	341	587	40	31
"gene:Rv2797c"	120	50	102	349	501	360	700	329	199	733	584	209	65	314	346	263	114	181	460	777	60	39
"gene:Rv2798c"	53	45	37	103	164	103	217	84	92	184	141	59	12	55	115	61	22	36	142	235	35	30
"gene:Rv2799"	780	328	614	1118	1622	1225	3449	1857	1295	1485	1075	366	139	734	1252	1253	542	763	1218	1934	370	293
"gene:Rv2800"	814	326	630	1623	2208	1668	3634	2004	1115	2245	1779	852	374	1506	1749	2842	1423	1981	1462	2798	548	368
"gene:Rv2801c"	36	14	30	118	177	135	161	98	59	263	194	104	19	100	86	190	98	102	177	344	16	12
"gene:Rv2801A"	12	6	9	17	24	16	16	11	8	37	13	9	0	14	16	33	13	24	35	48	9	0
"gene:Rv2802c"	271	149	257	926	1355	987	1451	625	348	1649	1146	533	131	872	836	954	456	530	843	1346	166	128
"gene:Rv2803"	365	123	337	573	714	478	1150	620	353	833	547	246	80	392	401	219	130	185	619	1181	115	103
"gene:Rv2804c"	0	1	0	6	9	5	21	4	1	28	17	3	2	8	6	3	6	8	11	13	1	2
"gene:Rv2805"	76	32	47	179	229	157	285	157	96	288	201	87	7	101	126	146	59	74	278	384	46	27
"gene:Rv2806"	21	8	19	61	87	65	67	72	30	107	81	31	1	46	23	51	29	26	58	95	10	19
"gene:Rv2807"	30	8	16	62	80	50	54	51	17	121	97	19	4	31	32	73	27	13	83	116	19	16
"gene:Rv2808"	54	36	88	162	216	144	185	78	51	410	347	123	20	118	110	70	42	33	287	510	57	35
"gene:Rv2809"	151	81	103	343	442	303	532	229	168	801	609	247	39	170	204	147	53	52	562	974	70	68
"gene:Rv2810c"	4	4	1	4	14	5	29	82	19	15	9	5	0	6	4	12	0	2	12	16	7	2
"gene:Rv2811"	21	4	19	83	129	121	169	58	38	266	175	96	10	64	82	60	12	23	89	158	7	13
"gene:Rv2812"	11	4	15	30	42	13	39	11	8	98	62	17	1	15	30	28	21	10	24	34	6	1
"gene:Rv2813"	15	6	19	23	27	23	30	16	15	43	21	14	1	15	28	12	7	10	16	19	3	1
"gene:Rv2814c"	35	16	47	104	89	85	108	69	47	180	143	60	14	77	46	92	43	44	167	257	44	24
"gene:Rv2815c"	22	9	27	47	47	44	77	42	24	83	56	22	1	14	22	27	20	13	61	115	3	6
"gene:Rv2816c"	40	27	61	129	141	95	98	81	43	184	138	29	11	29	30	29	18	14	278	378	38	21
"gene:Rv2817c"	41	20	21	106	144	124	178	103	76	154	112	67	14	76	131	72	37	53	240	384	60	39
"gene:Rv2818c"	164	97	168	507	558	399	581	396	291	773	521	169	43	358	407	221	120	97	932	1450	187	150
"gene:Rv2819c"	100	55	78	256	320	215	338	237	171	402	332	116	45	237	222	165	67	73	608	987	112	63
"gene:Rv2820c"	125	48	86	274	347	245	292	205	135	413	304	123	54	245	301	203	114	115	573	1007	106	87
"gene:Rv2821c"	75	19	63	162	222	169	238	130	105	229	219	73	30	179	132	135	50	50	395	681	99	88
"gene:Rv2822c"	24	18	21	52	55	34	74	54	29	112	65	32	9	57	50	59	26	23	194	290	26	30
"gene:Rv2823c"	261	120	267	471	478	401	625	395	258	939	830	185	73	479	426	406	163	229	1284	2007	419	324
"gene:Rv2824c"	104	49	115	171	235	187	328	190	95	474	298	116	17	175	166	113	80	79	376	575	75	85
"gene:Rv2825c"	590	333	477	476	867	753	1286	718	428	1540	1004	537	71	347	453	406	208	230	584	861	610	494
"gene:Rv2826c"	145	122	231	452	775	683	585	232	198	799	611	265	69	381	592	761	405	345	498	822	81	59
"gene:Rv2827c"	620	600	933	1233	1713	1483	1807	828	557	1666	1193	459	170	889	983	2182	1207	1320	1004	1821	337	219
"gene:Rv2828c"	120	70	115	358	497	393	430	198	112	964	656	353	47	270	362	416	222	214	308	449	118	63
"gene:Rv2828A"	82	41	72	137	127	110	172	122	46	185	109	72	16	90	94	187	131	74	170	276	36	23
"gene:Rv2829c"	146	127	166	198	238	195	274	137	121	263	201	109	9	123	103	174	115	110	309	503	34	39
"gene:Rv2830c"	23	23	31	42	25	25	39	21	18	49	28	27	3	14	13	34	14	22	68	98	4	5
"gene:Rv2831"	436	196	378	884	1195	1067	1532	744	471	1548	1207	416	132	904	1037	606	310	356	819	1591	161	104
"gene:Rv2832c"	101	77	107	198	262	262	355	192	136	337	257	99	25	114	167	64	58	57	227	366	60	26
"gene:Rv2833c"	95	55	110	122	167	134	250	129	114	225	204	83	15	86	120	88	52	61	185	362	53	28
"gene:Rv2834c"	33	11	25	46	62	43	100	60	35	131	98	54	4	27	50	18	10	8	85	164	7	2
"gene:Rv2835c"	80	45	76	117	134	128	274	125	74	221	222	64	19	90	145	66	42	32	141	268	17	18
"gene:Rv2836c"	390	112	320	1482	2228	1852	2697	1019	731	2694	1904	859	175	945	1584	1182	612	538	1027	1646	139	158
"gene:Rv2837c"	780	305	582	2402	3331	2637	3896	1817	1189	4120	3096	1394	354	1785	2940	3299	1565	1587	2158	3683	470	371
"gene:Rv2838c"	519	218	395	1275	1847	1474	1879	858	781	2614	2169	842	228	1069	1749	2412	1381	1279	1355	2329	335	252
"gene:Rv2839c"	3291	1394	3158	9787	14333	11119	12967	5924	4162	23258	17775	7884	1834	10640	13401	19254	10082	11326	9187	16270	1857	1436
"gene:Rv2840c"	717	308	796	1999	2443	2079	3174	1335	809	3979	3117	1084	241	1766	1573	2127	911	1169	2037	3347	490	320
"gene:Rv2841c"	646	287	442	1555	2053	1527	1423	800	538	3213	2347	1045	230	1376	2064	2096	1026	1289	2192	4181	271	274
"gene:Rv2842c"	1021	531	687	1800	2822	1897	1966	1065	826	3498	2705	1339	273	1832	2203	2429	1273	1309	2891	4804	537	433
"gene:Rv2843"	135	81	124	407	466	364	322	176	114	1116	848	346	66	313	240	613	306	381	742	1476	61	63
"gene:Rv2844"	269	184	274	994	1158	859	756	494	296	2469	1853	867	140	701	516	1046	587	652	1925	3100	167	68
"gene:Rv2845c"	351	152	333	1402	1841	1190	1562	885	485	4299	3439	1411	222	1355	1481	3153	1632	1672	2536	4272	399	289
"gene:Rv2846c"	3468	1654	3392	10364	17258	9843	18095	8725	4331	30857	23131	7774	1351	8850	13851	34887	17253	23495	21682	40623	4235	2652
"gene:Rv2847c"	394	171	364	1165	1373	1133	1904	765	541	1973	1459	574	190	1205	1482	1741	923	975	923	1771	186	206
"gene:Rv2848c"	293	112	276	1275	1816	1595	1567	791	447	2731	2059	812	234	1177	2095	1312	564	529	1142	2222	134	105
"gene:Rv2849c"	122	62	87	418	648	506	535	231	176	880	608	284	38	355	509	322	176	106	461	877	49	35
"gene:Rv2850c"	586	178	463	1726	2648	2172	2336	1202	666	4052	3086	1582	371	1632	2620	2300	1226	1189	1801	3302	288	158
"gene:Rv2851c"	369	155	250	871	1092	840	1439	688	392	1453	1133	590	149	746	1224	1035	561	607	1004	1745	301	242
"gene:Rv2852c"	923	467	756	2567	3228	2444	2906	1598	971	5184	3933	1600	463	2479	3930	3901	1772	2088	4349	7059	473	391
"gene:Rv2853"	231	74	171	464	652	505	682	352	242	903	737	347	108	430	690	720	386	472	441	894	108	68
"gene:Rv2854"	143	84	83	413	390	312	451	268	145	766	599	243	54	306	301	536	266	354	864	1384	108	70
"gene:Rv2855"	227	108	197	519	764	571	591	401	229	1106	710	271	55	375	432	589	271	450	1906	3177	215	120
"gene:Rv2856"	437	371	446	1019	1190	944	1440	845	393	2334	1593	659	78	586	775	643	314	340	1689	2890	318	216
"gene:Rv2857c"	367	167	398	1646	2194	1669	1930	1164	660	2286	1728	624	105	784	925	795	336	294	1833	2775	251	181
"gene:Rv2858c"	567	185	351	1661	2238	1644	1883	1122	702	3157	2512	1023	137	792	1050	688	356	385	1758	3035	216	128
"gene:Rv2859c"	243	69	179	766	1097	748	1011	489	297	1858	1443	535	86	426	555	383	197	221	800	1477	122	35
"gene:Rv2860c"	332	200	312	939	1433	965	1382	679	425	2115	1533	609	109	567	937	540	242	277	1459	2379	166	133
"gene:Rv2861c"	776	462	845	2274	3103	2483	1737	844	513	5828	4581	1463	232	1583	2197	1503	674	600	5078	8623	360	251
"gene:Rv2862c"	118	71	122	268	350	301	602	244	188	642	392	142	28	304	271	372	169	258	380	639	64	52
"gene:Rv2862A"	0	0	1	1	2	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
"gene:Rv2863"	7	5	3	16	18	1	15	5	5	16	9	2	0	0	0	18	0	9	7	16	8	1
"gene:Rv2864c"	277	99	170	873	1098	771	735	452	316	2513	2355	809	29	224	190	169	82	116	2066	3428	76	64
"gene:Rv2865"	51	29	32	95	122	68	74	25	26	186	123	34	2	27	48	175	75	96	238	372	15	9
"gene:Rv2866"	30	35	42	66	65	60	47	39	9	66	56	16	14	37	26	66	43	35	72	162	19	13
"gene:Rv2867c"	2557	1176	2017	4927	6721	5805	8668	3797	2868	6855	4959	2490	980	4922	8168	7608	4011	3742	3913	7034	1270	1203
"gene:Rv2868c"	1933	785	1659	4337	6027	4584	6996	3375	2212	6447	4583	1838	572	3280	5571	6105	2693	3010	4590	8155	896	671
"gene:Rv2869c"	800	307	659	1873	2833	1893	3165	1455	908	3488	2679	1237	416	2426	3011	3748	1792	2216	2234	3805	405	374
"gene:Rv2870c"	460	218	383	957	1562	1265	1554	807	523	1727	1357	485	158	1082	1631	2583	1245	1561	1102	1887	196	164
"gene:Rv2871"	22	11	26	33	42	51	40	23	12	135	68	33	10	45	10	90	56	46	42	92	7	3
"gene:Rv2872"	66	30	42	235	220	116	215	174	66	422	283	167	21	98	104	220	123	143	376	692	23	36
"gene:Rv2873"	108	114	148	406	412	286	408	276	128	701	661	173	89	620	446	587	219	316	833	1365	171	99
"gene:Rv2874"	39	63	93	115	126	106	184	94	47	248	210	66	19	191	211	169	78	81	230	451	105	73
"gene:Rv2875"	59	45	67	70	105	51	196	76	69	174	158	59	46	288	262	90	41	40	137	227	52	31
"gene:Rv2876"	598	408	713	1374	1287	888	2359	1504	747	2562	1805	691	174	1154	994	1206	541	761	1990	3489	438	279
"gene:Rv2877c"	215	130	212	492	726	579	1142	418	224	1135	800	402	117	649	1037	919	521	552	396	725	146	86
"gene:Rv2878c"	345	158	368	908	1116	863	2129	761	523	1779	1359	583	172	1023	1549	1048	541	429	792	1278	191	153
"gene:Rv2879c"	761	373	709	1598	2522	1930	3134	1698	891	3563	2372	1121	236	1646	2189	1801	1032	908	1859	2987	491	460
"gene:Rv2880c"	263	127	222	752	1154	949	1475	669	369	1677	1230	562	161	810	1022	662	328	348	864	1441	241	139
"gene:Rv2881c"	1028	407	773	2757	3709	2714	4812	2363	1391	4930	3702	1572	382	1902	2063	1945	981	906	3472	5627	537	392
"gene:Rv2882c"	454	233	467	1582	1953	1245	1978	1031	615	2752	2182	716	242	1102	1139	923	346	511	1946	3314	267	231
"gene:Rv2883c"	863	355	621	2915	3514	2488	3636	1782	1020	6575	4614	2112	316	1715	1986	1749	691	868	4140	6983	373	293
"gene:Rv2884"	246	145	206	381	494	373	1012	409	207	679	475	186	26	268	249	98	37	60	412	638	161	149
"gene:Rv2885c"	235	86	241	391	598	490	601	314	183	1297	1027	431	143	808	1404	768	428	397	1404	2313	96	66
"gene:Rv2886c"	32	51	43	90	74	90	89	64	23	248	172	88	20	120	218	162	80	50	276	338	12	19
"gene:Rv2887"	247	178	292	665	719	535	860	450	227	1767	1338	472	80	470	472	522	242	258	1106	2103	224	154
"gene:Rv2888c"	919	343	808	4110	6115	4519	5985	2970	1641	9575	7580	3333	507	2859	3035	3037	1434	1678	5149	9338	688	455
"gene:Rv2889c"	341	135	290	1241	1822	1241	1661	803	514	2787	2143	1088	127	859	844	970	438	515	1669	2652	199	139
"gene:Rv2890c"	812	311	781	3710	4312	3040	4885	2574	1545	6880	5490	1630	381	2467	1872	2207	1016	1226	4674	7938	691	494
"gene:Rv2891"	16	13	22	76	98	92	98	52	22	141	114	43	5	73	55	55	32	45	108	141	14	19
"gene:Rv2892c"	140	74	131	418	580	429	752	401	224	766	520	178	55	395	399	579	300	321	295	596	107	111
"gene:Rv2893"	40	13	39	91	145	111	125	73	43	159	154	49	8	80	94	201	142	221	170	294	23	12
"gene:Rv2894c"	544	229	398	1345	2080	1661	1260	659	505	3187	2799	1232	67	452	867	223	141	221	2046	3416	121	140
"gene:Rv2895c"	454	154	261	1177	1267	826	1911	1006	519	2172	1445	679	111	807	935	1005	441	638	1160	2215	248	214
"gene:Rv2896c"	61	37	30	101	150	147	264	112	85	333	230	131	11	82	133	111	49	101	161	284	30	28
"gene:Rv2897c"	18	4	10	61	93	49	85	39	14	296	195	86	7	52	87	56	28	28	71	112	1	2
"gene:Rv2898c"	137	29	104	306	391	316	515	218	192	721	586	242	36	249	315	188	106	79	392	575	44	36
"gene:Rv2899c"	289	146	237	799	1075	824	1191	600	339	1549	1176	501	147	737	1021	841	426	386	966	1897	179	153
"gene:Rv2900c"	1403	507	1118	3014	4538	3156	5247	2564	1623	6886	4838	2049	516	3114	4657	3742	1915	1881	3642	5963	558	449
"gene:Rv2901c"	474	194	317	931	1443	1265	1842	846	548	1944	1302	692	147	739	1545	848	440	320	1442	2471	94	106
"gene:Rv2902c"	589	187	411	2153	3207	2253	3174	1421	882	5466	4004	1766	219	1400	2270	1442	682	643	3285	5680	165	159
"gene:Rv2903c"	1415	652	1358	5180	6489	4792	6496	3155	1971	10809	8217	3251	604	3941	4300	4202	1775	1936	8191	14086	1271	896
"gene:Rv2904c"	679	285	695	1999	2626	1820	3318	1442	958	4698	3252	1205	283	1715	1639	1793	797	850	2829	4102	680	438
"gene:Rv2905"	3627	1519	2835	9907	11978	8838	11086	5633	3907	14255	12448	3651	1326	9553	8727	6087	3173	3666	12935	21338	1706	1153
"gene:Rv2906c"	139	52	103	387	454	284	515	286	166	940	609	354	40	201	186	294	157	111	535	1043	92	83
"gene:Rv2907c"	46	17	32	111	195	148	225	93	67	420	282	166	23	129	130	136	65	95	159	328	41	21
"gene:Rv2908c"	12	1	10	36	53	60	68	32	21	116	86	46	3	22	25	25	17	19	68	143	5	14
"gene:Rv2909c"	596	220	542	1835	1924	1470	1891	999	697	4175	3250	1016	151	901	797	1035	453	644	3094	5359	488	309
"gene:Rv2910c"	78	17	28	88	122	58	149	123	71	119	129	43	2	65	50	76	24	58	101	193	25	20
"gene:Rv2911"	319	69	226	652	774	508	1347	693	415	1535	1222	489	71	379	404	404	199	314	1116	2018	147	75
"gene:Rv2912c"	778	1256	1500	157	224	199	234	185	146	268	225	85	24	165	114	232	149	241	182	352	72	71
"gene:Rv2913c"	4111	7392	8389	274	389	307	416	382	345	605	428	231	42	236	198	813	426	700	445	797	186	166
"gene:Rv2914c"	492	320	472	1342	1559	1201	1800	1047	536	2149	1650	574	110	679	722	577	258	332	1307	2409	422	301
"gene:Rv2915c"	191	70	118	540	947	744	708	375	207	1372	1107	428	80	378	358	489	262	219	716	1277	119	79
"gene:Rv2916c"	819	457	769	1809	2513	1813	2549	1291	882	4353	3618	1380	221	1192	1050	1630	843	953	2884	4688	518	330
"gene:Rv2917"	151	114	212	484	497	389	471	347	179	691	545	178	10	65	26	42	37	51	526	1055	94	62
"gene:Rv2918c"	568	296	578	1354	1800	1740	3494	1413	826	2611	2016	819	201	1115	2378	988	582	295	1239	2027	325	270
"gene:Rv2919c"	97	34	82	156	266	203	318	141	117	278	206	88	16	96	266	162	76	52	211	288	64	53
"gene:Rv2920c"	172	98	175	311	482	361	707	338	176	524	381	129	36	274	331	262	110	111	423	635	115	104
"gene:Rv2921c"	670	274	600	1961	3157	2512	2621	1441	831	3683	2830	1261	302	1684	2447	1882	954	1013	2267	4116	280	161
"gene:Rv2922c"	946	402	753	2921	3846	2895	3138	2115	1156	5461	4133	1693	376	1962	2281	2283	1107	1193	4001	6974	657	456
"gene:Rv2922A"	9	3	4	31	32	23	50	34	13	42	52	16	1	25	18	25	18	32	45	93	4	1
"gene:Rv2923c"	73	23	50	165	211	171	247	135	58	294	187	83	17	142	142	155	77	95	239	457	19	26
"gene:Rv2924c"	110	67	106	397	625	461	564	303	156	860	699	278	57	323	496	410	204	173	457	820	58	58
"gene:Rv2925c"	1255	579	910	2387	3631	2515	3424	1832	1238	3954	2793	1245	273	1970	3463	3328	1715	1731	3092	5741	616	508
"gene:Rv2926c"	769	297	531	1134	1756	1275	1720	908	603	1966	1436	710	137	760	1412	1678	959	1333	2117	3268	225	163
"gene:Rv2927c"	1378	632	1006	2632	4226	2863	2823	1652	1145	6291	4878	1766	150	1164	1426	888	402	491	6961	11758	466	374
"gene:Rv2928"	164	65	239	755	719	481	643	396	204	2237	1663	464	91	557	508	557	200	400	2056	3493	172	144
"gene:Rv2929"	56	47	91	482	501	339	300	172	93	1252	1129	312	103	397	317	300	104	221	955	1666	91	108
"gene:Rv2930"	1483	714	1910	6011	7594	6021	6857	3311	2470	7285	5790	1809	2430	16282	17799	12711	5843	6156	10632	17377	1714	1406
"gene:Rv2931"	3480	1464	3510	13040	18547	14878	16756	7472	4954	15229	12756	4916	4701	28975	41787	21252	10570	9316	21731	38620	3943	3017
"gene:Rv2932"	1571	680	1457	5641	8607	6696	9477	4017	2939	7259	6084	2409	1340	8841	22055	8969	4701	4442	10987	18985	2132	1678
"gene:Rv2933"	2424	1019	2246	9839	14382	11179	13792	6303	3736	12235	10146	4027	1749	9952	22533	13512	7596	7963	16909	30645	2999	2276
"gene:Rv2934"	1724	793	1686	6677	9945	7428	10280	4739	2812	9139	7390	2543	988	6040	9781	7022	4057	4498	9595	16854	2183	1617
"gene:Rv2935"	4032	1658	3932	14781	18849	14976	23338	9810	6348	21630	17712	6780	1734	9595	14778	8499	4535	5349	19744	34618	3597	2383
"gene:Rv2936"	615	265	470	1709	2418	1768	3072	1269	782	3681	2822	888	214	1004	1799	761	399	474	2924	4989	385	308
"gene:Rv2937"	471	231	468	1689	2125	1654	3115	1330	788	2907	2483	847	142	851	1581	632	346	419	3394	5451	482	322
"gene:Rv2938"	293	160	270	966	1306	986	1831	639	436	2125	1839	550	80	462	956	378	200	266	2109	3581	345	199
"gene:Rv2939"	816	394	937	3295	4041	3003	4445	1949	1111	5047	4030	1146	281	1709	2406	1072	511	717	5703	10083	947	684
"gene:Rv2940c"	10993	3887	10131	37362	55124	40921	94543	38413	23128	54863	42923	18266	5909	31518	54838	33059	16675	19464	32568	56481	8097	5649
"gene:Rv2941"	4214	1947	4038	11335	15793	11648	12236	6779	4594	15199	11337	4396	1770	10572	14675	13356	6320	7167	19796	32059	2542	1967
"gene:Rv2942"	3403	1450	3207	14324	19771	16933	16575	7749	4733	31144	24949	10851	2547	14026	22814	16247	7851	7401	17242	31611	2186	1467
"gene:Rv2943"	138	53	127	366	521	346	557	280	151	772	582	249	41	271	338	219	125	95	360	563	64	61
"gene:Rv2943A"	26	21	14	40	45	38	49	34	27	65	62	18	7	28	32	38	14	19	37	108	33	26
"gene:Rv2944"	104	46	152	252	307	240	366	154	127	476	335	107	25	185	151	146	35	86	304	483	67	50
"gene:Rv2945c"	669	212	616	2502	3269	2354	5219	2525	1289	4030	3056	1239	330	1698	2990	1396	747	678	4996	7807	516	354
"gene:Rv2946c"	2579	845	2104	8306	12694	9227	24656	8720	5542	17211	13499	5805	1406	7337	16966	6137	3234	3043	10701	18304	1245	812
"gene:Rv2947c"	746	290	656	2163	3398	2266	6494	2222	1722	4368	3537	1537	379	2553	4953	1419	749	973	3578	5214	369	269
"gene:Rv2948c"	1991	713	1698	6354	8901	6160	15509	6149	4016	10273	8032	3356	1041	5896	9460	2739	1445	1524	8434	13021	1086	801
"gene:Rv2949c"	899	298	927	2767	3821	2711	5740	2620	1898	3816	2964	993	269	1887	3106	805	385	344	3371	5189	349	308
"gene:Rv2950c"	5325	2071	5162	18660	20941	14300	31513	13742	9325	24904	18877	5913	2128	13501	17818	5123	2227	2619	18623	27839	3034	2436
"gene:Rv2951c"	1550	597	1247	3789	4740	3315	6308	3279	1899	6921	5017	2013	364	2175	2723	1091	435	642	5640	9694	593	340
"gene:Rv2952"	680	342	742	2313	2308	1633	3137	1738	904	4336	3506	1094	198	1158	1105	532	206	259	4453	7614	582	381
"gene:Rv2953"	1087	603	1044	2781	2931	2327	4036	2164	1202	4812	3837	1399	260	1442	1443	610	290	381	4208	6358	522	325
"gene:Rv2954c"	1982	818	1604	4395	5156	3576	7093	4067	2316	6273	4645	1850	541	3426	3935	2386	1052	1206	5655	9348	888	593
"gene:Rv2955c"	643	388	585	1267	1429	1121	2479	1270	725	2241	1614	754	161	811	1112	441	228	257	1540	2389	251	162
"gene:Rv2956"	160	93	167	813	955	676	292	183	86	1308	976	293	40	276	227	154	56	79	1403	2348	142	153
"gene:Rv2957"	122	108	164	1423	1682	1364	548	273	164	2069	1634	456	102	429	622	276	148	87	2001	3197	263	197
"gene:Rv2958c"	407	158	382	1239	1498	999	2172	1351	585	2204	1719	668	109	692	575	494	298	452	2699	4445	580	379
"gene:Rv2959c"	223	132	265	852	771	535	963	546	298	1631	1200	290	80	504	311	287	121	234	2566	4245	296	206
"gene:Rv2960c"	71	58	115	196	228	194	361	197	107	659	479	158	22	105	110	107	43	104	518	1018	98	71
"gene:Rv2961"	67	27	67	114	142	102	183	111	56	162	99	26	9	108	100	191	100	134	122	194	85	87
"gene:Rv2962c"	412	334	432	1102	1201	850	1497	889	633	2066	1619	544	74	463	280	315	186	213	1975	3546	467	353
"gene:Rv2963"	639	489	1273	383	510	329	453	242	241	549	387	143	16	152	172	262	121	215	746	1413	477	352
"gene:Rv2964"	181	127	210	317	376	273	498	287	155	713	554	145	34	179	157	224	98	128	742	1347	218	162
"gene:Rv2965c"	193	91	139	490	790	597	946	478	268	1312	765	308	55	305	484	184	71	67	499	808	60	43
"gene:Rv2966c"	153	58	132	533	982	822	897	469	210	1064	759	356	71	347	548	242	126	94	410	703	50	55
"gene:Rv2967c"	1730	607	1252	4610	6165	5115	6963	3997	2292	6730	4784	2140	616	3179	4025	2545	1190	1270	4580	7609	954	882
"gene:Rv2968c"	288	114	206	760	869	775	1143	531	419	1005	772	391	95	502	635	415	215	171	756	1217	166	159
"gene:Rv2969c"	1143	479	1011	3788	4818	3519	4912	2814	1638	5533	4083	1493	367	2266	2603	2073	1044	1148	4926	8559	706	534
"gene:Rv2970c"	1189	495	971	3599	4438	3733	5590	2711	1672	6815	5072	1873	503	2465	2858	2288	1067	1120	4020	6890	727	529
"gene:Rv2970A"	476	201	428	886	1180	855	1153	532	392	915	897	279	97	673	942	620	281	314	1026	1671	291	234
"gene:Rv2971"	891	413	935	3728	4234	3055	2966	1601	985	5011	3725	1345	496	3315	2818	2312	1019	1550	5375	9049	927	583
"gene:Rv2972c"	42	32	46	172	288	189	163	103	46	625	494	159	14	127	188	66	39	40	264	493	25	25
"gene:Rv2973c"	80	33	62	403	471	380	200	168	79	1239	993	364	37	234	249	134	52	59	645	1040	22	23
"gene:Rv2974c"	76	32	81	332	544	379	350	179	96	1074	843	357	48	271	277	185	125	111	386	714	36	26
"gene:Rv2975c"	132	39	121	312	337	277	502	237	175	460	293	146	33	164	274	102	87	70	420	540	74	53
"gene:Rv2976c"	191	63	149	596	699	542	703	408	190	1163	837	440	101	590	886	440	246	226	825	1392	103	85
"gene:Rv2977c"	268	105	199	539	906	717	1047	521	297	1111	816	441	124	636	1075	633	360	355	437	846	51	56
"gene:Rv2978c"	370	144	319	920	1263	965	1228	606	406	1692	1277	579	231	1295	2308	1503	643	770	1726	3072	206	109
"gene:Rv2979c"	151	54	102	297	379	304	427	268	143	598	430	168	55	331	728	483	240	239	687	1026	45	59
"gene:Rv2980"	126	56	114	283	407	350	436	230	151	927	686	309	58	299	220	316	163	172	403	751	49	49
"gene:Rv2981c"	287	138	266	1023	1306	1091	1420	580	423	3049	2503	970	168	985	1363	929	471	485	1495	2780	130	112
"gene:Rv2982c"	501	280	437	947	1525	1116	1531	803	436	2073	1553	595	116	620	1248	546	267	290	1206	2086	122	99
"gene:Rv2983"	139	83	139	208	263	192	320	183	122	400	398	130	16	124	192	84	34	43	401	716	59	43
"gene:Rv2984"	1346	653	1331	2267	2971	2158	3464	1972	1205	4477	3704	1395	229	1446	1781	959	489	567	3423	5942	767	484
"gene:Rv2985"	271	136	232	890	1039	914	1167	668	386	1280	924	359	108	409	543	222	154	132	1001	1815	309	239
"gene:Rv2986c"	3761	2154	3855	6522	9148	5962	11800	5696	4008	20395	14443	5727	856	5404	5988	5032	2205	2065	17933	27454	1369	832
"gene:Rv2987c"	269	149	258	587	769	587	3913	1391	1160	2543	1528	727	179	1080	1350	2322	977	756	1046	1740	330	240
"gene:Rv2988c"	534	301	542	1358	1603	1111	9238	2605	2388	7793	5414	2530	445	2494	3476	7030	3141	2236	2490	3822	692	465
"gene:Rv2989"	351	220	502	1002	1191	931	4895	1380	1129	6068	4544	2501	260	1550	1826	4242	1919	1559	1915	3220	501	270
"gene:Rv2990c"	703	195	438	1811	2059	1400	3579	1109	801	33971	27897	9577	900	5703	7661	11576	7149	6779	4068	6188	805	792
"gene:Rv2991"	147	76	130	236	357	307	476	199	131	713	503	199	69	254	382	382	200	196	482	754	64	44
"gene:Rv2992c"	695	354	557	2342	2824	2160	2302	1310	646	6271	4808	1964	325	1624	1749	1672	764	894	4069	7470	436	280
"gene:Rv2993c"	570	312	554	1709	2114	1340	1886	1004	516	4649	3440	1359	237	1244	1618	1397	666	759	4040	7214	380	244
"gene:Rv2994"	818	284	594	1768	2311	1780	2715	1562	958	3061	2359	1096	309	1540	2148	1402	705	762	2003	3596	285	217
"gene:Rv2995c"	619	209	410	1662	2677	1980	1777	1054	604	3667	2733	1119	152	1121	1158	1793	975	1328	2243	4183	426	404
"gene:Rv2996c"	1045	424	826	2333	3125	2426	2595	1505	956	5642	4088	1890	302	1520	2124	2831	1496	1983	3260	6019	600	447
"gene:Rv2997"	135	67	151	283	431	367	393	190	133	795	599	229	48	297	390	335	145	223	474	839	98	68
"gene:Rv2998"	106	47	103	215	251	173	462	217	156	446	279	146	22	138	174	94	33	45	263	409	94	66
"gene:Rv2998A"	10	11	19	21	17	18	27	5	4	44	44	6	0	7	8	8	5	14	43	66	21	10
"gene:Rv2999"	95	40	83	210	271	217	349	236	108	429	283	102	13	105	100	76	22	49	443	766	47	46
"gene:Rv3000"	40	29	32	78	107	127	100	91	44	223	207	83	8	62	39	50	13	23	223	330	32	20
"gene:Rv3001c"	1003	368	890	3338	5197	3880	4724	2478	1702	5176	3678	1597	209	1292	1622	1389	710	717	3584	6258	907	544
"gene:Rv3002c"	159	93	188	604	922	633	870	444	382	1057	824	343	35	325	346	258	128	142	665	1094	179	139
